Номенклатура;Вид номенклатуры;Подвид;Файл сертификат;Файл инструкция;Текстовое описание;Файл картинки;Цена Евро;Бренд;Мощность горелки мин., кВт;Мощность горелки макс., кВт;Вид топлива;Цена РУБ;Мощность котла, кВт;Паропроизводительность котла, кг пара в час;Рабочее давление котла, бар;Текстовое описание2;Наличие;Артикул;Скидка партнера 1;Скидка партнера 2;Скидка партнера 3;Срок поставки
"Горелка газовая FBR GAS X4 CE TC + R. CE D1""-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;3302;FBR;116;232;Природный газ;;;;;;1;002694R057023;5;10;15;
"Горелка газовая FBR GAS X4 CE TL + R. CE D1""-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;3385;FBR;116;232;Природный газ;;;;;;1;002695R057023;5;10;15;
"Горелка газовая FBR GAS X4 CE TC + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;3559;FBR;116;232;Природный газ;;;;;;1;002694R057025;5;10;15;
"Горелка газовая FBR GAS X4 CE TL + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;3642;FBR;116;232;Природный газ;;;;;;1;002695R057025;5;10;15;
"Горелка газовая FBR GAS X4 CE TC + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;4056;FBR;116;232;Природный газ;;;;;;1;002694R057027;5;10;15;
"Горелка газовая FBR GAS X4 CE TL + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 100-200 [Мкал/ч];
Тепловая мощность min. - max.: 116-232 [кВт];
Расход G20 (природный газ) min. - max.: 11.7-23.4 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 4.5-9 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 14/21 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 64-66 [Дб];
Вес горелки: 15 [кг]";FBR_GAS_X4.jpg;4138;FBR;116;232;Природный газ;;;;;;1;002695R057027;5;10;15;
"Горелка газовая FBR GAS X5 CE TC + R. CE D1""-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;3592;FBR;151;349;Природный газ;;;;;;1;002756R057023;5;10;15;
"Горелка газовая FBR GAS X5 CE TL + R. CE D1""-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;3675;FBR;151;349;Природный газ;;;;;;1;002757R057023;5;10;15;
"Горелка газовая FBR GAS X5 CE TC + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;3849;FBR;151;349;Природный газ;;;;;;1;002756R057025;5;10;15;
"Горелка газовая FBR GAS X5 CE TL + R. CE D1""1/4-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;3931;FBR;151;349;Природный газ;;;;;;1;002757R057025;5;10;15;
"Горелка газовая FBR GAS X5 CE TC + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;4345;FBR;151;349;Природный газ;;;;;;1;002756R057027;5;10;15;
"Горелка газовая FBR GAS X5 CE TL + R. CE D1""1/2-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Тепловая мощность min. - max.: 130-300 [Мкал/ч];
Тепловая мощность min. - max.: 151-349 [кВт];
Расход G20 (природный газ) min. - max.: 15.2-35.1 [м?/ч];
Расход G31 (L.P.G.) min. - max.: 5.8-13.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1/2""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D3/4""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: - [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 27/33 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 16/25 [мбар];
Максимальное давление на входе в клапана (Pe. макс): 360 [мбар];
Напряжение сети: 1/N~230V-50Hz;
Уровень электрозащиты: IP 40;
Уровень шума min. - max.: 67-71 [Дб];
Вес горелки: 24 [кг]";FBR_GAS_X5.jpg;4428;FBR;151;349;Природный газ;;;;;;1;002757R057027;5;10;15;
"Горелка газовая FBR GAS XP 60 CE TC EVO + R. CE D1""-S";Горелки для котлов отопления;Горелки газовые;С-IT.НВ54.В.06000.pdf;;"Мощность мин. - макс.: 200-542 [Мкал/ч];
Мощность мин. - макс.: 232-630 [кВт];
Расход G20 (природный газ) мин. 1-й ст./мин. 2-й ст. – макс. 2-й ст.: 23.3-63.3 [м?/ч];
Расход G31 (сжиженный газ) мин. 1-й ст./мин. 2-й ст. – макс. 2-й ст.: 9-24.5 [м?/ч];
Топливо: Природный газ (вторая группа) - сжиженный газ (третья группа);
Периодическая работа (мин. 1 остановка каждые 24 часа);
Допустимые условия эксплуатации / хранения: -15...+40°C/ -20...+70°C, макс. относ. влажн. 80%;
Макс. температура воздуха для горения: 60 [°C];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 115.3 / 60 [мбар];
Мин. давление газа D1""1/4-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 54.5 / 37.4 [мбар];
Мин. давление газа D1""1/2-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 17.7 / 21.8 [мбар];
Мин. давление газа D1""-S ПРИРОДНЫЙ ГАЗ/СЖИЖЕННЫЙ ГАЗ: 360 [мбар];
Уровень электрозащиты: IP 40;
Уровень шума мин - макс: 69-72 [Дб];
Вес горелки: 29.5 [кг]";FBR_GAS_XP60_EVO.jpg;4593;FBR;232;630;Природный газ;;;;;;1;002345R057023;5;10;15;
